GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed
01,2000,Alabama,USA,4447100.0,16.1,27.54,447.0,34135.0,85100.0,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,255910,7585.0,4583.0,1.79,2.96,0,0
02,2000,Alaska,USA,626932.0,9.4,37.5,720.0,51571.0,144200.0,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,83091,,,,,0,0
04,2000,Arizona,USA,5130632.0,13.91,31.97,619.0,40558.0,121300.0,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,607773,86683.0,41600.0,6.84,14.26,0,0
05,2000,Arkansas,USA,2673400.0,15.84,30.61,453.0,32182.0,72800.0,24.4,78.56,15.58,3.25,0.62,0.74,0.06,1.14,0.05,319161,939.0,,,0.29,0,0
06,2000,California,USA,33871648.0,14.22,43.09,747.0,47493.0,211500.0,27.7,46.7,6.44,32.38,0.53,10.77,0.31,2.67,0.21,4158366,107580.0,103602.0,2.49,2.59,0,0
08,2000,Colorado,USA,4301261.0,9.26,32.69,671.0,47203.0,166600.0,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,367209,25456.0,13402.0,3.65,6.93,0,0
09,2000,Connecticut,USA,3405565.0,7.86,33.18,681.0,53935.0,166900.0,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,431941,,,,,0,0
10,2000,Delaware,USA,783600.0,9.21,27.68,639.0,47381.0,130400.0,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,68514,4695.0,3608.0,5.27,6.85,0,0
11,2000,District of Columbia,USA,572059.0,20.22,59.24,618.0,40127.0,157200.0,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147124,,,,,0,0
12,2000,Florida,USA,15982378.0,12.51,29.92,641.0,38819.0,105500.0,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1235579,78512.0,35170.0,2.85,6.35,0,0
13,2000,Georgia,USA,8186453.0,12.99,32.5,613.0,42433.0,111200.0,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,435665,73939.0,24718.0,5.67,16.97,0,0
15,2000,Hawaii,USA,1211537.0,10.7,43.49,779.0,49820.0,272700.0,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,175353,379.0,377.0,0.21,0.22,0,0
16,2000,Idaho,USA,1293953.0,11.77,27.61,515.0,37572.0,106300.0,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,81388,712.0,656.0,0.81,0.87,0,0
17,2000,Illinois,USA,12419293.0,10.68,32.73,605.0,46590.0,130800.0,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1146815,47899.0,6425.0,0.56,4.18,0,0
18,2000,Indiana,USA,6080485.0,9.49,28.56,521.0,41567.0,94300.0,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,222072,7000.0,6370.0,2.87,3.15,0,0
19,2000,Iowa,USA,2926324.0,9.13,27.66,470.0,39469.0,82500.0,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,92469,276.0,270.0,0.29,0.3,0,0
20,2000,Kansas,USA,2688418.0,9.9,30.75,498.0,40624.0,83500.0,23.4,83.1,5.63,7.0,0.83,1.72,0.04,1.58,0.09,167634,3093.0,2451.0,1.46,1.85,0,0
21,2000,Kentucky,USA,4041769.0,15.82,29.25,445.0,33672.0,86700.0,24.0,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,304893,14797.0,11726.0,3.85,4.85,0,0
22,2000,Louisiana,USA,4468976.0,19.64,32.06,466.0,32566.0,85000.0,25.8,62.53,32.3,2.41,0.54,1.21,0.02,0.88,0.11,94930,2991.0,1296.0,1.37,3.15,0,0
23,2000,Maine,USA,1274923.0,10.92,28.42,497.0,37240.0,98700.0,25.3,96.5,0.51,0.73,0.54,0.71,0.03,0.92,0.07,9495,73.0,67.0,0.71,0.77,0,0
24,2000,Maryland,USA,5296486.0,8.49,32.26,689.0,52868.0,146000.0,24.7,62.05,27.65,4.3,0.25,3.96,0.04,1.57,0.18,14152,35.0,30.0,0.21,0.25,0,0
25,2000,Massachusetts,USA,6349097.0,9.34,38.29,684.0,50502.0,185700.0,25.5,81.88,5.01,6.75,0.18,3.73,0.03,1.74,0.69,935528,,,,,0,0
26,2000,Michigan,USA,9938444.0,10.53,26.22,546.0,44667.0,115600.0,24.4,78.55,14.11,3.26,0.54,1.76,0.02,1.64,0.12,118916,11748.0,6616.0,5.56,9.88,0,0
27,2000,Minnesota,USA,4919479.0,7.94,25.45,566.0,47111.0,122400.0,24.7,88.16,3.43,2.91,1.06,2.87,0.03,1.43,0.1,39130,3.0,3.0,0.01,0.01,0,0
28,2000,Mississippi,USA,2844658.0,19.93,27.66,439.0,31330.0,71400.0,25.0,60.74,36.15,1.39,0.39,0.65,0.02,0.61,0.05,183004,7470.0,5683.0,3.11,4.08,0,0
29,2000,Missouri,USA,5595211.0,11.74,29.73,484.0,37934.0,89900.0,24.0,83.76,11.18,2.12,0.42,1.09,0.05,1.29,0.09,363013,11794.0,7037.0,1.94,3.25,0,0
30,2000,Montana,USA,902195.0,14.61,30.93,447.0,33024.0,99500.0,25.3,89.54,0.28,2.0,6.03,0.51,0.05,1.53,0.06,59325,367.0,263.0,0.44,0.62,0,0
31,2000,Nebraska,USA,1711263.0,9.71,32.55,491.0,39250.0,88000.0,23.0,87.33,3.95,5.52,0.79,1.27,0.04,1.03,0.08,116649,2811.0,2335.0,2.0,2.41,0,0
32,2000,Nevada,USA,1998257.0,10.48,39.13,699.0,44581.0,142000.0,26.5,65.21,6.58,19.72,1.07,4.43,0.39,2.46,0.14,229536,19991.0,16649.0,7.25,8.71,0,0
33,2000,New Hampshire,USA,1235786.0,6.55,30.32,646.0,49467.0,133300.0,24.2,95.1,0.68,1.66,0.22,1.28,0.03,0.94,0.1,143906,,,,,0,0
34,2000,New Jersey,USA,8414350.0,8.5,34.37,751.0,55146.0,170800.0,25.5,66.04,13.03,13.28,0.13,5.67,0.03,1.59,0.23,1053172,,,,,0,0
35,2000,New Mexico,USA,1819046.0,18.44,30.02,503.0,34133.0,108100.0,26.6,44.72,1.69,42.08,8.88,1.0,0.05,1.42,0.17,167892,13569.0,8268.0,4.92,8.08,0,0
36,2000,New York,USA,18976457.0,14.59,47.01,672.0,43393.0,148700.0,26.8,61.98,14.82,15.11,0.28,5.46,0.03,1.93,0.4,2396624,334158.0,48046.0,2.0,13.94,0,0
37,2000,North Carolina,USA,8049313.0,12.28,30.64,548.0,39184.0,108300.0,24.3,70.16,21.41,4.71,1.18,1.4,0.04,0.99,0.11,393465,26050.0,22292.0,5.67,6.62,0,0
38,2000,North Dakota,USA,642200.0,11.86,33.39,412.0,34604.0,74400.0,22.3,91.74,0.59,1.21,4.79,0.56,0.03,1.04,0.04,85853,408.0,,,0.48,0,0
39,2000,Ohio,USA,11353140.0,10.6,30.89,515.0,40956.0,103700.0,24.2,84.01,11.37,1.91,0.19,1.16,0.02,1.21,0.12,423956,11895.0,9038.0,2.13,2.81,0,0
40,2000,Oklahoma,USA,3450654.0,14.72,31.59,456.0,33400.0,70700.0,24.3,74.08,7.48,5.2,7.71,1.34,0.06,4.06,0.07,243304,7196.0,5662.0,2.33,2.96,0,0
41,2000,Oregon,USA,3421399.0,11.61,35.75,620.0,40916.0,152100.0,26.9,83.52,1.56,8.05,1.17,2.93,0.22,2.42,0.13,371537,20480.0,9460.0,2.55,5.51,0,0
42,2000,Pennsylvania,USA,12281054.0,10.98,28.69,531.0,40106.0,97000.0,25.0,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1130229,65958.0,34225.0,3.03,5.84,0,0
44,2000,Rhode Island,USA,1048319.0,11.94,39.98,553.0,42090.0,133000.0,25.7,81.89,4.0,8.66,0.4,2.23,0.03,1.99,0.8,163268,,,,,0,0
45,2000,South Carolina,USA,4012012.0,14.11,27.79,510.0,37082.0,94900.0,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,426237,,,,,0,0
46,2000,South Dakota,USA,754844.0,13.18,31.8,426.0,35282.0,79600.0,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,92305,,,,,0,0
47,2000,Tennessee,USA,5689283.0,13.48,30.07,505.0,36360.0,93000.0,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,216654,4327.0,4012.0,1.85,2.0,0,0
48,2000,Texas,USA,20851820.0,15.37,36.2,574.0,39927.0,82500.0,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,1115310,49721.0,17661.0,1.58,4.46,0,0
49,2000,Utah,USA,2233169.0,9.4,28.48,597.0,45726.0,146100.0,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,23874,84.0,83.0,0.35,0.35,0,0
50,2000,Vermont,USA,608827.0,9.44,29.44,553.0,40856.0,111500.0,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,38017,0.0,0.0,0.0,0.0,0,0
51,2000,Virginia,USA,7078515.0,9.59,31.91,650.0,46677.0,125400.0,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,664083,77522.0,40945.0,6.17,11.67,0,0
53,2000,Washington,USA,5894121.0,10.62,35.41,663.0,45776.0,168300.0,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,685601,14658.0,9873.0,1.44,2.14,0,0
54,2000,West Virginia,USA,1808344.0,17.9,24.82,401.0,29696.0,72800.0,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,28555,135.0,134.0,0.47,0.47,0,0
55,2000,Wisconsin,USA,5363675.0,8.66,31.57,540.0,43791.0,112200.0,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,447270,16147.0,14206.0,3.18,3.61,0,0
56,2000,Wyoming,USA,493782.0,11.42,30.01,437.0,37892.0,96600.0,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,28647,32.0,31.0,0.11,0.11,0,0
01,2001,Alabama,USA,4447100.0,16.1,27.54,447.0,34135.0,85100.0,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,486061,20828.0,10106.0,2.08,4.29,0,0
02,2001,Alaska,USA,626932.0,9.4,37.5,720.0,51571.0,144200.0,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,84311,,,,,0,0
04,2001,Arizona,USA,5130632.0,13.91,31.97,619.0,40558.0,121300.0,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,627925,92061.0,48061.0,7.65,14.66,0,0
05,2001,Arkansas,USA,2673400.0,15.84,30.61,453.0,32182.0,72800.0,24.4,78.56,15.58,3.25,0.62,0.74,0.06,1.14,0.05,325138,1302.0,,,0.4,0,0
06,2001,California,USA,33871648.0,14.22,43.09,747.0,47493.0,211500.0,27.7,46.7,6.44,32.38,0.53,10.77,0.31,2.67,0.21,4338669,111701.0,98215.0,2.26,2.57,0,0
08,2001,Colorado,USA,4301261.0,9.26,32.69,671.0,47203.0,166600.0,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,334306,21617.0,10950.0,3.28,6.47,0,0
09,2001,Connecticut,USA,3405565.0,7.86,33.18,681.0,53935.0,166900.0,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,338401,9853.0,7923.0,2.34,2.91,0,0
10,2001,Delaware,USA,783600.0,9.21,27.68,639.0,47381.0,130400.0,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,83985,7180.0,5339.0,6.36,8.55,0,0
11,2001,District of Columbia,USA,572059.0,20.22,59.24,618.0,40127.0,157200.0,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,147877,,,,,0,0
12,2001,Florida,USA,15982378.0,12.51,29.92,641.0,38819.0,105500.0,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1729724,101143.0,54108.0,3.13,5.85,0,0
13,2001,Georgia,USA,8186453.0,12.99,32.5,613.0,42433.0,111200.0,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,734181,142770.0,35966.0,4.9,19.45,0,0
15,2001,Hawaii,USA,1211537.0,10.7,43.49,779.0,49820.0,272700.0,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,46272,211.0,210.0,0.45,0.46,0,0
16,2001,Idaho,USA,1293953.0,11.77,27.61,515.0,37572.0,106300.0,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,120559,1449.0,1178.0,0.98,1.2,0,0
17,2001,Illinois,USA,12419293.0,10.68,32.73,605.0,46590.0,130800.0,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1470911,66034.0,15271.0,1.04,4.49,0,0
18,2001,Indiana,USA,6080485.0,9.49,28.56,521.0,41567.0,94300.0,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,468860,28910.0,19248.0,4.11,6.17,0,0
19,2001,Iowa,USA,2926324.0,9.13,27.66,470.0,39469.0,82500.0,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,309675,10216.0,6848.0,2.21,3.3,0,0
20,2001,Kansas,USA,2688418.0,9.9,30.75,498.0,40624.0,83500.0,23.4,83.1,5.63,7.0,0.83,1.72,0.04,1.58,0.09,241425,5287.0,4369.0,1.81,2.19,0,0
21,2001,Kentucky,USA,4041769.0,15.82,29.25,445.0,33672.0,86700.0,24.0,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,353181,20989.0,14432.0,4.09,5.94,0,0
22,2001,Louisiana,USA,4468976.0,19.64,32.06,466.0,32566.0,85000.0,25.8,62.53,32.3,2.41,0.54,1.21,0.02,0.88,0.11,329699,13959.0,9015.0,2.73,4.23,0,0
23,2001,Maine,USA,1274923.0,10.92,28.42,497.0,37240.0,98700.0,25.3,96.5,0.51,0.73,0.54,0.71,0.03,0.92,0.07,46914,524.0,511.0,1.09,1.12,0,0
24,2001,Maryland,USA,5296486.0,8.49,32.26,689.0,52868.0,146000.0,24.7,62.05,27.65,4.3,0.25,3.96,0.04,1.57,0.18,14251,60.0,31.0,0.22,0.42,0,0
25,2001,Massachusetts,USA,6349097.0,9.34,38.29,684.0,50502.0,185700.0,25.5,81.88,5.01,6.75,0.18,3.73,0.03,1.74,0.69,373200,12106.0,8240.0,2.21,3.24,0,0
26,2001,Michigan,USA,9938444.0,10.53,26.22,546.0,44667.0,115600.0,24.4,78.55,14.11,3.26,0.54,1.76,0.02,1.64,0.12,431364,55685.0,14722.0,3.41,12.91,0,0
27,2001,Minnesota,USA,4919479.0,7.94,25.45,566.0,47111.0,122400.0,24.7,88.16,3.43,2.91,1.06,2.87,0.03,1.43,0.1,241207,5834.0,4877.0,2.02,2.42,0,0
28,2001,Mississippi,USA,2844658.0,19.93,27.66,439.0,31330.0,71400.0,25.0,60.74,36.15,1.39,0.39,0.65,0.02,0.61,0.05,204742,10520.0,7198.0,3.52,5.14,0,0
29,2001,Missouri,USA,5595211.0,11.74,29.73,484.0,37934.0,89900.0,24.0,83.76,11.18,2.12,0.42,1.09,0.05,1.29,0.09,521587,19860.0,13782.0,2.64,3.81,0,0
30,2001,Montana,USA,902195.0,14.61,30.93,447.0,33024.0,99500.0,25.3,89.54,0.28,2.0,6.03,0.51,0.05,1.53,0.06,63706,408.0,245.0,0.38,0.64,0,0
31,2001,Nebraska,USA,1711263.0,9.71,32.55,491.0,39250.0,88000.0,23.0,87.33,3.95,5.52,0.79,1.27,0.04,1.03,0.08,201700,6883.0,4884.0,2.42,3.41,0,0
32,2001,Nevada,USA,1998257.0,10.48,39.13,699.0,44581.0,142000.0,26.5,65.21,6.58,19.72,1.07,4.43,0.39,2.46,0.14,298278,31721.0,20069.0,6.73,10.63,0,0
33,2001,New Hampshire,USA,1235786.0,6.55,30.32,646.0,49467.0,133300.0,24.2,95.1,0.68,1.66,0.22,1.28,0.03,0.94,0.1,144581,,,,,0,0
34,2001,New Jersey,USA,8414350.0,8.5,34.37,751.0,55146.0,170800.0,25.5,66.04,13.03,13.28,0.13,5.67,0.03,1.59,0.23,1059045,128292.0,24377.0,2.3,12.11,0,0
35,2001,New Mexico,USA,1819046.0,18.44,30.02,503.0,34133.0,108100.0,26.6,44.72,1.69,42.08,8.88,1.0,0.05,1.42,0.17,196904,15033.0,9784.0,4.97,7.63,0,0
36,2001,New York,USA,18976457.0,14.59,47.01,672.0,43393.0,148700.0,26.8,61.98,14.82,15.11,0.28,5.46,0.03,1.93,0.4,2401640,325925.0,45465.0,1.89,13.57,0,0
37,2001,North Carolina,USA,8049313.0,12.28,30.64,548.0,39184.0,108300.0,24.3,70.16,21.41,4.71,1.18,1.4,0.04,0.99,0.11,495885,49761.0,18780.0,3.79,10.03,0,0
38,2001,North Dakota,USA,642200.0,11.86,33.39,412.0,34604.0,74400.0,22.3,91.74,0.59,1.21,4.79,0.56,0.03,1.04,0.04,86993,456.0,,,0.52,0,0
39,2001,Ohio,USA,11353140.0,10.6,30.89,515.0,40956.0,103700.0,24.2,84.01,11.37,1.91,0.19,1.16,0.02,1.21,0.12,865265,41242.0,24160.0,2.79,4.77,0,0
40,2001,Oklahoma,USA,3450654.0,14.72,31.59,456.0,33400.0,70700.0,24.3,74.08,7.48,5.2,7.71,1.34,0.06,4.06,0.07,404990,21767.0,14592.0,3.6,5.37,0,0
41,2001,Oregon,USA,3421399.0,11.61,35.75,620.0,40916.0,152100.0,26.9,83.52,1.56,8.05,1.17,2.93,0.22,2.42,0.13,477036,21897.0,11511.0,2.41,4.59,0,0
42,2001,Pennsylvania,USA,12281054.0,10.98,28.69,531.0,40106.0,97000.0,25.0,84.05,9.79,3.21,0.12,1.78,0.02,0.92,0.11,1142404,67208.0,36728.0,3.21,5.88,0,0
44,2001,Rhode Island,USA,1048319.0,11.94,39.98,553.0,42090.0,133000.0,25.7,81.89,4.0,8.66,0.4,2.23,0.03,1.99,0.8,12786,162.0,162.0,1.27,1.27,0,0
45,2001,South Carolina,USA,4012012.0,14.11,27.79,510.0,37082.0,94900.0,24.4,66.11,29.37,2.37,0.32,0.89,0.03,0.83,0.08,438851,,,,,0,0
46,2001,South Dakota,USA,754844.0,13.18,31.8,426.0,35282.0,79600.0,22.9,88.04,0.6,1.44,8.08,0.57,0.03,1.19,0.04,93347,,,,,0,0
47,2001,Tennessee,USA,5689283.0,13.48,30.07,505.0,36360.0,93000.0,24.8,79.2,16.31,2.18,0.24,0.99,0.03,0.96,0.08,644469,40308.0,21137.0,3.28,6.25,0,0
48,2001,Texas,USA,20851820.0,15.37,36.2,574.0,39927.0,82500.0,24.4,52.43,11.34,31.99,0.33,2.66,0.05,1.11,0.1,2464458,112368.0,56760.0,2.3,4.56,0,0
49,2001,Utah,USA,2233169.0,9.4,28.48,597.0,45726.0,146100.0,24.9,85.27,0.72,9.03,1.19,1.63,0.66,1.4,0.09,139815,2236.0,1390.0,0.99,1.6,0,0
50,2001,Vermont,USA,608827.0,9.44,29.44,553.0,40856.0,111500.0,26.2,96.16,0.48,0.9,0.38,0.85,0.02,1.12,0.09,45950,30.0,30.0,0.07,0.07,0,0
51,2001,Virginia,USA,7078515.0,9.59,31.91,650.0,46677.0,125400.0,24.5,70.15,19.44,4.66,0.26,3.66,0.05,1.61,0.17,734527,83498.0,44970.0,6.12,11.37,0,0
53,2001,Washington,USA,5894121.0,10.62,35.41,663.0,45776.0,168300.0,26.5,78.93,3.13,7.49,1.45,5.42,0.39,2.98,0.2,753491,15555.0,9102.0,1.21,2.06,0,0
54,2001,West Virginia,USA,1808344.0,17.9,24.82,401.0,29696.0,72800.0,25.8,94.56,3.14,0.68,0.19,0.52,0.02,0.83,0.06,113034,2807.0,2256.0,2.0,2.48,0,0
55,2001,Wisconsin,USA,5363675.0,8.66,31.57,540.0,43791.0,112200.0,23.4,87.28,5.6,3.6,0.82,1.64,0.03,0.97,0.07,634915,22765.0,17624.0,2.78,3.59,0,0
56,2001,Wyoming,USA,493782.0,11.42,30.01,437.0,37892.0,96600.0,22.5,88.86,0.71,6.41,2.07,0.54,0.05,1.25,0.1,29310,31.0,26.0,0.09,0.11,0,0
01,2002,Alabama,USA,4447100.0,16.1,27.54,447.0,34135.0,85100.0,24.8,70.29,25.86,1.71,0.49,0.7,0.02,0.88,0.06,495329,21070.0,9603.0,1.94,4.25,0,0
02,2002,Alaska,USA,626932.0,9.4,37.5,720.0,51571.0,144200.0,24.8,67.6,3.36,4.12,15.39,3.95,0.51,4.86,0.21,85531,,,,,0,0
04,2002,Arizona,USA,5130632.0,13.91,31.97,619.0,40558.0,121300.0,26.6,63.82,2.92,25.25,4.55,1.74,0.11,1.49,0.12,648077,92308.0,51050.0,7.88,14.24,0,0
05,2002,Arkansas,USA,2673400.0,15.84,30.61,453.0,32182.0,72800.0,24.4,78.56,15.58,3.25,0.62,0.74,0.06,1.14,0.05,331114,1330.0,,,0.4,0,0
06,2002,California,USA,33871648.0,14.22,43.09,747.0,47493.0,211500.0,27.7,46.7,6.44,32.38,0.53,10.77,0.31,2.67,0.21,4350862,112488.0,88314.0,2.03,2.59,0,0
08,2002,Colorado,USA,4301261.0,9.26,32.69,671.0,47203.0,166600.0,26.4,74.46,3.68,17.1,0.67,2.17,0.09,1.69,0.13,349506,19870.0,11394.0,3.26,5.69,0,0
09,2002,Connecticut,USA,3405565.0,7.86,33.18,681.0,53935.0,166900.0,25.4,77.49,8.68,9.41,0.21,2.4,0.03,1.55,0.24,238691,9464.0,7029.0,2.94,3.96,0,0
10,2002,Delaware,USA,783600.0,9.21,27.68,639.0,47381.0,130400.0,24.3,72.48,18.94,4.76,0.3,2.06,0.03,1.3,0.13,85274,8606.0,6347.0,7.44,10.09,0,0
11,2002,District of Columbia,USA,572059.0,20.22,59.24,618.0,40127.0,157200.0,24.8,27.83,59.45,7.86,0.22,2.63,0.05,1.68,0.29,148630,,,,,0,0
12,2002,Florida,USA,15982378.0,12.51,29.92,641.0,38819.0,105500.0,27.5,65.44,14.17,16.79,0.27,1.64,0.04,1.48,0.18,1875226,123076.0,66652.0,3.55,6.56,0,0
13,2002,Georgia,USA,8186453.0,12.99,32.5,613.0,42433.0,111200.0,24.9,62.65,28.48,5.32,0.22,2.1,0.04,1.07,0.14,786206,154809.0,42029.0,5.35,19.69,0,0
15,2002,Hawaii,USA,1211537.0,10.7,43.49,779.0,49820.0,272700.0,27.2,22.87,1.72,7.24,0.21,40.79,8.95,18.05,0.17,47353,216.0,211.0,0.45,0.46,0,0
16,2002,Idaho,USA,1293953.0,11.77,27.61,515.0,37572.0,106300.0,25.3,88.05,0.38,7.86,1.22,0.9,0.09,1.41,0.09,127636,2071.0,1250.0,0.98,1.62,0,0
17,2002,Illinois,USA,12419293.0,10.68,32.73,605.0,46590.0,130800.0,24.4,67.83,14.95,12.32,0.15,3.38,0.03,1.24,0.11,1509329,64431.0,14421.0,0.96,4.27,0,0
18,2002,Indiana,USA,6080485.0,9.49,28.56,521.0,41567.0,94300.0,23.9,85.84,8.31,3.53,0.22,0.96,0.03,1.01,0.1,594051,52777.0,26529.0,4.47,8.88,0,0
19,2002,Iowa,USA,2926324.0,9.13,27.66,470.0,39469.0,82500.0,23.2,92.62,2.08,2.82,0.27,1.24,0.03,0.87,0.07,311766,12093.0,8038.0,2.58,3.88,0,0
20,2002,Kansas,USA,2688418.0,9.9,30.75,498.0,40624.0,83500.0,23.4,83.1,5.63,7.0,0.83,1.72,0.04,1.58,0.09,313178,8973.0,6908.0,2.21,2.87,0,0
21,2002,Kentucky,USA,4041769.0,15.82,29.25,445.0,33672.0,86700.0,24.0,89.27,7.27,1.48,0.2,0.73,0.03,0.93,0.1,409045,26955.0,15241.0,3.73,6.59,0,0
22,2002,Louisiana,USA,4468976.0,19.64,32.06,466.0,32566.0,85000.0,25.8,62.53,32.3,2.41,0.54,1.21,0.02,0.88,0.11,384286,17043.0,10677.0,2.78,4.43,0,0
23,2002,Maine,USA,1274923.0,10.92,28.42,497.0,37240.0,98700.0,25.3,96.5,0.51,0.73,0.54,0.71,0.03,0.92,0.07,143586,1998.0,1834.0,1.28,1.39,0,0
24,2002,Maryland,USA,5296486.0,8.49,32.26,689.0,52868.0,146000.0,24.7,62.05,27.65,4.3,0.25,3.96,0.04,1.57,0.18,32042,196.0,39.0,0.12,0.61,0,0
25,2002,Massachusetts,USA,6349097.0,9.34,38.29,684.0,50502.0,185700.0,25.5,81.88,5.01,6.75,0.18,3.73,0.03,1.74,0.69,561020,13812.0,8999.0,1.6,2.46,0,0
26,2002,Michigan,USA,9938444.0,10.53,26.22,546.0,44667.0,115600.0,24.4,78.55,14.11,3.26,0.54,1.76,0.02,1.64,0.12,908863,101806.0,46083.0,5.07,11.2,0,0
27,2002,Minnesota,USA,4919479.0,7.94,25.45,566.0,47111.0,122400.0,24.7,88.16,3.43,2.91,1.06,2.87,0.03,1.43,0.1,405922,17585.0,10769.0,2.65,4.33,0,0
28,2002,Mississippi,USA,2844658.0,19.93,27.66,439.0,31330.0,71400.0,25.0,60.74,36.15,1.39,0.39,0.65,0.02,0.61,0.05,190752,9592.0,6963.0,3.65,5.03,0,0
29,2002,Missouri,USA,5595211.0,11.74,29.73,484.0,37934.0,89900.0,24.0,83.76,11.18,2.12,0.42,1.09,0.05,1.29,0.09,551125,25252.0,16329.0,2.96,4.58,0,0
30,2002,Montana,USA,902195.0,14.61,30.93,447.0,33024.0,99500.0,25.3,89.54,0.28,2.0,6.03,0.51,0.05,1.53,0.06,66013,507.0,329.0,0.5,0.77,0,0
31,2002,Nebraska,USA,1711263.0,9.71,32.55,491.0,39250.0,88000.0,23.0,87.33,3.95,5.52,0.79,1.27,0.04,1.03,0.08,204632,8332.0,5003.0,2.44,4.07,0,0
32,2002,Nevada,USA,1998257.0,10.48,39.13,699.0,44581.0,142000.0,26.5,65.21,6.58,19.72,1.07,4.43,0.39,2.46,0.14,297427,29690.0,19411.0,6.53,9.98,0,0
33,2002,New Hampshire,USA,1235786.0,6.55,30.32,646.0,49467.0,133300.0,24.2,95.1,0.68,1.66,0.22,1.28,0.03,0.94,0.1,145256,,,,,0,0
34,2002,New Jersey,USA,8414350.0,8.5,34.37,751.0,55146.0,170800.0,25.5,66.04,13.03,13.28,0.13,5.67,0.03,1.59,0.23,1064917,116832.0,22667.0,2.13,10.97,0,0
35,2002,New Mexico,USA,1819046.0,18.44,30.02,503.0,34133.0,108100.0,26.6,44.72,1.69,42.08,8.88,1.0,0.05,1.42,0.17,212675,12504.0,8334.0,3.92,5.88,0,0
36,2002,New York,USA,18976457.0,14.59,47.01,672.0,43393.0,148700.0,26.8,61.98,14.82,15.11,0.28,5.46,0.03,1.93,0.4,2406663,376171.0,45359.0,1.88,15.63,0,0
37,2002,North Carolina,USA,8049313.0,12.28,30.64,548.0,39184.0,108300.0,24.3,70.16,21.41,4.71,1.18,1.4,0.04,0.99,0.11,566782,88107.0,18880.0,3.33,15.55,0,0
38,2002,North Dakota,USA,642200.0,11.86,33.39,412.0,34604.0,74400.0,22.3,91.74,0.59,1.21,4.79,0.56,0.03,1.04,0.04,88132,515.0,,,0.58,0,0
39,2002,Ohio,USA,11353140.0,10.6,30.89,515.0,40956.0,103700.0,24.2,84.01,11.37,1.91,0.19,1.16,0.02,1.21,0.12,1381608,94445.0,49592.0,3.59,6.84,0,0
